Parasite.species,Chain.length,Host.habitat,Min.lat,Avg.lat,Max.lat,Min.long,Avg.long,Max.long,parasiteKingdom,parasitePhylum,parasiteClass,parasiteOrder,parasiteFamily,parasiteGenus
Abbreviata antarctica,2,terrestrial,-37.01,-30.884461950000002,-25.274398,133.775136,140.413847425,146.921099,Animalia,Nematoda,Chromadorea,Rhabditida,Physalopteridae,Abbreviata
Abbreviata kazachstanica,3,terrestrial,41.377491,41.377491,41.377491,64.585262,64.585262,64.585262,Animalia,Nematoda,Chromadorea,Rhabditida,Physalopteridae,Abbreviata
Abbreviata turkomanica,2,terrestrial,41.377491,41.377491,41.377491,64.585262,64.585262,64.585262,Animalia,Nematoda,Chromadorea,Rhabditida,Physalopteridae,Abbreviata
Acanthobothrium brevissime,2,marine,25.304304,25.304304,25.304304,-90.065918,-90.065918,-90.065918,Animalia,Platyhelminthes,Cestoda,Onchoproteocephalidea,Onchobothriidae,Acanthobothrium
Acanthobothrium olseni,3,marine,62.4113634,62.4113634,62.4113634,-149.0729714,-149.0729714,-149.0729714,Animalia,Platyhelminthes,Cestoda,Onchoproteocephalidea,Onchobothriidae,Acanthobothrium
Acanthocephalus anguillae,2,freshwater,23.634501,49.81109222272727,63.15587019999999,-102.552784,2.129834368181818,47.576927,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Acanthocephalus
Acanthocephalus anthuris,2,freshwater,37.5442706,39.4968062,41.87194,-4.7277528,9.887979733333333,21.824312,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Acanthocephalus
Acanthocephalus clavula,2,freshwater,-14.5994134,41.3615730875,63.15587019999999,-77.40677199999999,-7.629373487499999,32.9905552,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Acanthocephalus
Acanthocephalus dirus,2,freshwater,23.634501,42.953079463636364,56.130366,-106.346771,-89.14837646363637,-76.64127119999999,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Acanthocephalus
Acanthocephalus lucii,2,freshwater,-14.5994134,48.40717918928571,63.15587019999999,-95.712891,5.987349689285715,34.299316,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Acanthocephalus
Acanthocephalus ranae,2,freshwater,39.0457549,46.80860881666667,60.12816100000001,-76.64127119999999,11.819210800000002,64.585262,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Acanthocephalus
Acanthocephalus tumescens,3,freshwater,-38.416097,-37.045622,-35.675147,-71.542969,-67.5798205,-63.61667199999999,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Echinorhynchidae,Acanthocephalus
Acuaria anthuris,2,terrestrial,14.058324,39.67700213636363,52.9399159,-85.323214,28.82727481818182,138.252924,Animalia,Nematoda,Chromadorea,Rhabditida,Acuariidae,Acuaria
Acuaria gruveli,2,terrestrial,33.886917,37.91742815,41.377491,-4.7277528,35.1677753,71.276093,Animalia,Nematoda,Chromadorea,Rhabditida,Acuariidae,Acuaria
Acuaria hamulosa,2,terrestrial,7.946527,33.2352821,46.227638,-102.552784,16.2543984,108.277199,Animalia,Nematoda,Chromadorea,Rhabditida,Acuariidae,Acuaria
Acuaria subula,2,terrestrial,48.379433,48.379433,48.379433,31.1655799,31.1655799,31.1655799,Animalia,Nematoda,Chromadorea,Rhabditida,Acuariidae,Acuaria
Aelurostrongylus abstrusus,3,terrestrial,-35.675147,25.74474129090909,61.92410999999999,-95.712891,-0.8319268090909089,133.775136,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Aelurostrongylus
Aelurostrongylus falciformis,2,terrestrial,41.87194,48.0540235,54.236107,-4.548056,4.0096620000000005,12.56738,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Aelurostrongylus
Aelurostrongylus pridhami,3,terrestrial,37.5442706,44.98304566666667,56.130366,-106.346771,-37.428885333333334,-1.2121322,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Aelurostrongylus
Subulura suctoria,2,terrestrial,7.946527,7.946527,7.946527,-1.023194,-1.023194,-1.023194,Animalia,Nematoda,Chromadorea,Rhabditida,Subuluridae,Subulura
Amidostomum acutum,1,freshwater,26.820553,43.88869903571428,53.7608608,-127.6476205,-22.114866142857142,71.276093,Animalia,Nematoda,Chromadorea,Rhabditida,Amidostomidae,Amidostomum
Amidostomum anseris,1,freshwater,12.862807,40.99707259375,64.963051,-127.6476205,7.898449800000001,138.252924,Animalia,Nematoda,Chromadorea,Rhabditida,Amidostomidae,Amidostomum
Amidostomum fulicae,1,freshwater,14.058324,33.514439714285714,41.87194,-81.5157535,30.5916741,108.277199,Animalia,Nematoda,Chromadorea,Rhabditida,Amidostomidae,Amidostomum
Amirthalingamia macracantha,3,freshwater,-23.59,-5.3635965,12.862807,29.13,29.673817999999997,30.217636,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Gryporhynchidae,Amirthalingamia
Amoebotaenia cuneata,2,terrestrial,-2.2179704,27.120281933333334,42.315407,12.56738,79.35421466666666,138.252924,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Dilepididae,Amoebotaenia
Amphilina foliacea,2,freshwater,34.5531284,42.04860896666667,54.5259614,-95.712891,7.363909199999999,50.66894500000001,Animalia,Platyhelminthes,Cestoda,Amphilinidea,Amphilinidae,Amphilina
Andersonstrongylus captivensis,1,terrestrial,56.130366,56.130366,56.130366,-106.346771,-106.346771,-106.346771,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Andersonstrongylus
Angiostrongylus cantonensis,3,terrestrial,-25.274398,11.265953586363636,53.569001,-170.477306,-7.6737587045454525,178.065032,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Angiostrongylus
Angiostrongylus costaricensis,2,terrestrial,-1.831239,20.359978444444444,51.165691,-95.30845339999999,-46.26649346666666,138.252924,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Angiostrongylus
Angiostrongylus mackerrasae,2,terrestrial,-25.274398,-25.274398,-25.274398,133.775136,133.775136,133.775136,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Angiostrongylus
Angiostrongylus malaysiensis,2,terrestrial,3.17,19.687412000000002,36.204824,101.7,119.976462,138.252924,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Angiostrongylus
Angiostrongylus schmidti,2,terrestrial,27.6648274,27.6648274,27.6648274,-81.5157535,-81.5157535,-81.5157535,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Angiostrongylus
Angiostrongylus siamensis,2,terrestrial,15.870032,26.037428000000002,36.204824,100.992541,119.62273250000001,138.252924,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Angiostrongylus
Angiostrongylus vasorum,3,terrestrial,23.634501,45.265162000000004,56.26392,-106.346771,-23.358350625,12.56738,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Angiostrongylus
Anguillicola crassus,3,freshwater,23.69781,45.647794545833335,60.47202399999999,-95.712891,12.003150704166668,138.252924,Animalia,Nematoda,Chromadorea,Rhabditida,Anguillicolidae,Anguillicola
Anguillicola globiceps,3,freshwater,23.69781,31.798970366666666,36.204824,120.960515,127.66996676666668,138.252924,Animalia,Nematoda,Chromadorea,Rhabditida,Anguillicolidae,Anguillicola
Anguillicola novaezelandiae,3,freshwater,-37.01,2.430970000000002,41.87194,12.56738,78.658690000000007,144.75,Animalia,Nematoda,Chromadorea,Rhabditida,Anguillicolidae,Anguillicola
Anisakis brevispiculata,4,marine,-8.783195,23.636126925,40.4830106,-16.6291304,7.959961449999999,34.508523,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Skrjabinisakis
Anisakis pegreffii,4,marine,-42.6919232,17.083913966666668,41.87194,-28.6731465,24.051681888888886,171.3399414,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Anisakis
Anisakis physeteris,4,marine,-33.137551,24.620758637499996,52.87362299999999,-77.40677199999999,26.957283468750003,149.3658173,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Skrjabinisakis
Anisakis simplex,4,marine,-42.6919232,37.58167420892857,71.706936,-149.4936733,4.386703239285715,171.3399414,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Anisakis
Anisakis typica,4,marine,-14.5994134,23.14470797142857,39.370134,-90.065918,-35.94951177142857,18.0480105,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Anisakis
Anisakis ziphidarum,4,marine,-8.783195,23.534620825,40.0769862,-16.6291304,11.817627224999999,34.508523,Animalia,Nematoda,Chromadorea,Rhabditida,Anisakidae,Anisakis
Anomotaenia constricta,2,terrestrial,28.2915637,32.91791715,37.5442706,-16.6291304,-10.678441600000001,-4.7277528,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Dilepididae,Spiniglans
Anoplocephala magna,2,terrestrial,-35.675147,37.435996235714285,54.5259614,-102.552784,-7.012378114285713,108.1649965,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,Anoplocephala
Anoplocephala manubriata,2,terrestrial,14.058324,14.058324,14.058324,108.277199,108.277199,108.277199,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,Anoplocephala
Anoplocephala perfoliata,2,terrestrial,-37.01,30.802347656,64.963051,-102.552784,18.904445464000002,146.921099,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,Anoplocephala
Anoplotaenia dasyuri,2,terrestrial,-25.274398,6.885678449999999,39.0457549,-76.64127119999999,28.566932400000006,133.775136,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Anoplotaenia
Aonchotheca bovis,1,terrestrial,37.09024,37.09024,37.09024,-95.712891,-95.712891,-95.712891,Animalia,Nematoda,Enoplea,Trichinellida,Capillariidae,Aonchotheca
Aonchotheca bursata,2,terrestrial,56.95962400000001,56.95962400000001,56.95962400000001,24.1016552,24.1016552,24.1016552,Animalia,Nematoda,Enoplea,Trichinellida,Capillariidae,Aonchotheca
Aonchotheca caudinflata,2,terrestrial,41.87194,51.33366733333334,56.95962400000001,12.56738,20.183436733333334,24.1016552,Animalia,Nematoda,Enoplea,Trichinellida,Capillariidae,Aonchotheca
Aonchotheca erinacei,2,terrestrial,39.3587759,48.15919995,56.95962400000001,2.7356328,13.418644,24.1016552,Animalia,Nematoda,Enoplea,Trichinellida,Capillariidae,Aonchotheca
Aonchotheca putorii,2,terrestrial,36.204824,41.618435579999996,53.709807,-4.7277528,32.600412160000005,138.252924,Animalia,Nematoda,Enoplea,Trichinellida,Capillariidae,Aonchotheca
Aplectana macintoshii,1,terrestrial,1.373333,24.0195746,37.5442706,-4.7277528,45.7195577,138.252924,Animalia,Nematoda,Chromadorea,Rhabditida,Cosmocercidae,Oxysomatium
Aploparaksis australis,2,terrestrial,-25.274398,-8.700672,7.873053999999999,80.77179699999999,107.2734665,133.775136,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Aploparaksis
Aploparaksis birulai,2,terrestrial,48.019573,48.019573,48.019573,66.923684,66.923684,66.923684,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Aploparaksis
Aploparaksis brachyphallos,2,terrestrial,46.5653163,53.97728286666666,64.2008413,-149.4936733,-68.50135456666666,10.451526,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Aploparaksis
Aploparaksis crassirostris,2,terrestrial,37.5442706,49.138174916666664,63.15587019999999,-66.46191639999999,0.012485116666668331,32.9905552,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Aploparaksis
Aploparaksis filum,2,terrestrial,37.09024,39.1438874,41.87194,-95.712891,-10.708768699999998,45.038189,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Aploparaksis
Aploparaksis furcigera,2,terrestrial,40.069099,49.16387945,61.52401,-106.346771,22.006448866666666,105.318756,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Aploparaksis
Aploparaksis pseudofilum,2,terrestrial,37.5442706,38.547160649999995,39.5500507,-105.7820674,-55.254910100000004,-4.7277528,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Aploparaksis
Aploparaksis rissae,2,terrestrial,37.09024,50.64554065,64.2008413,-149.4936733,-122.60328215000001,-95.712891,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Aploparaksis
Aporhynchus norvegicus,3,marine,39.370134,54.12374385,68.8773537,-77.40677199999999,-37.13355599999999,3.13966,Animalia,Platyhelminthes,Cestoda,Trypanorhyncha,Aporhynchidae,Aporhynchus
Archigetes sieboldi,2,freshwater,36.204824,45.70025435,54.5259614,-4.7277528,41.00885215,138.252924,Animalia,Platyhelminthes,Cestoda,Caryophyllidea,Capingentidae,Archigetes
Arhythmorhynchus frassoni,2,marine,27.6648274,38.136818875,47.516231,-81.5157535,17.34953995,123.7964613,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Arhythmorhynchus
Ascaridia columbae,1,terrestrial,-37.01,17.4343973,41.87194,-95.712891,10.185912284615384,144.75,Animalia,Nematoda,Chromadorea,Rhabditida,Ascaridiidae,Ascaridia
Ascaridia compar,1,terrestrial,27.6648274,47.423090062499995,61.92410999999999,-81.5157535,2.722988649999999,66.923684,Animalia,Nematoda,Chromadorea,Rhabditida,Ascaridiidae,Ascaridia
Ascaridia dissimilis,1,terrestrial,27.6648274,34.9126058,41.87194,-91.8318334,-53.5934023,12.56738,Animalia,Nematoda,Chromadorea,Rhabditida,Ascaridiidae,Ascaridia
Ascaridia galli,1,terrestrial,-37.01,26.573453471875,56.26392,-127.6476205,15.9010718625,144.75,Animalia,Nematoda,Chromadorea,Rhabditida,Ascaridiidae,Ascaridia
Ascaridia numidae,1,terrestrial,41.87194,41.87194,41.87194,12.56738,12.56738,12.56738,Animalia,Nematoda,Chromadorea,Rhabditida,Ascaridiidae,Ascaridia
Ascaris lumbricoides,1,terrestrial,-38.416097,20.97090952278481,56.95962400000001,-155.5827818,1.8003308607594946,144.75,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Ascaris
Ascaris suum,1,terrestrial,-37.01,30.603871394736842,64.963051,-111.0937311,15.326876236842105,144.75,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Ascaris
Ascarophis arctica,2,marine,-14.5994134,40.048342919999996,60.47202399999999,-77.40677199999999,-14.846413299999998,19.863281,Animalia,Nematoda,Chromadorea,Rhabditida,Cystidicolidae,Ascarophis
Ascarophis filiformis,2,marine,-14.5994134,21.206522866666667,39.370134,-77.40677199999999,9.64002716666667,135,Animalia,Nematoda,Chromadorea,Rhabditida,Cystidicolidae,Ascarophis
Ascarophis morrhuae,2,marine,27.6648274,41.14939843333333,56.41323389999999,-81.5157535,-54.79829613333333,-5.472362899999999,Animalia,Nematoda,Chromadorea,Rhabditida,Cystidicolidae,Ascarophis
Ascarops strongylina,3,terrestrial,-35.675147,27.301659254545456,54.5259614,-111.0937311,30.183827509090907,136.2091547,Animalia,Nematoda,Chromadorea,Rhabditida,Spirocercidae,Ascarops
Aspersentis megarhynchus,2,marine,-33.137551,-23.868482200000003,-14.5994134,-28.6731465,26.57651275,81.826172,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Heteracanthocephalidae,Aspersentis
Aspiculuris tetraptera,1,terrestrial,-37.01,38.4099983826087,64.963051,-106.346771,16.72992673478261,144.75,Animalia,Nematoda,Chromadorea,Rhabditida,Heteroxynematidae,Aspiculuris
Atactorhynchus verecundus,2,freshwater,25.304304,25.304304,25.304304,-90.065918,-90.065918,-90.065918,Animalia,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Neoechinorhynchidae,Atactorhynchus
Atriotaenia procyonis,2,terrestrial,35.20105,42.8866599,56.130366,-106.346771,-93.4643439,-77.1945247,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,Atriotaenia
Austramphilina elongata,2,freshwater,-31.2532183,-28.842615933333335,-25.274398,133.775136,138.96846323333332,146.921099,Animalia,Platyhelminthes,Cestoda,Amphilinidea,Schizochoeridae,Austramphilina
Avioserpens galliardi,3,freshwater,27.6648274,35.55632213333333,40.143105,-81.5157535,12.445755499999999,71.276093,Animalia,Nematoda,Chromadorea,Rhabditida,Dracunculidae,Avioserpens
Avioserpens mosgovoyi,3,freshwater,37.5442706,46.035116,54.5259614,-4.7277528,5.26368295,15.2551187,Animalia,Nematoda,Chromadorea,Rhabditida,Dracunculidae,Avioserpens
Avitellina arctica,2,terrestrial,53.5587003,54.844533150000004,56.130366,-106.346771,0.9091127499999985,108.1649965,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,Avitellina
Avitellina centripunctata,2,terrestrial,14.058324,32.792762135714284,53.5587003,-14.452362,43.78062476428571,108.277199,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,Avitellina
Avitellina lahorea,2,terrestrial,22,22,22,79,79,79,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,Avitellina
Baruscapillaria obsignata,1,terrestrial,37.5442706,47.88631815,56.95962400000001,-4.7277528,13.95563935,24.1016552,Animalia,Nematoda,Enoplea,Trichinellida,Capillariidae,Baruscapillaria
Batrachocamallanus slomei,2,freshwater,-33.5,-16.036391225,-0.023559,14.2343282,23.169807875,37.906193,Animalia,Nematoda,Chromadorea,Rhabditida,Camallanidae,Procamallanus
Baylisascaris columnaris,2,terrestrial,37.5442706,44.98304566666667,56.130366,-106.346771,-37.428885333333334,-1.2121322,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Baylisascaris
Baylisascaris devosi,2,terrestrial,39.0457549,50.61115705,56.130366,-106.346771,-11.717414174999998,108.1649965,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Baylisascaris
Baylisascaris laevis,1,terrestrial,41.377491,48.234624325,56.130366,-106.346771,19.742716875,108.1649965,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Baylisascaris
Baylisascaris procyonis,2,terrestrial,30.9842977,42.86767195454546,53.7266683,-127.6476205,-69.95018082727273,138.252924,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Baylisascaris
Baylisascaris tasmaniensis,2,terrestrial,-25.274398,-25.274398,-25.274398,133.775136,133.775136,133.775136,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Baylisascaris
Baylisascaris transfuga,2,terrestrial,36.204824,42.819057183333335,56.130366,-106.346771,-17.8618398,138.252924,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Baylisascaris
Bertiella mucronata,2,terrestrial,28.9337826,28.9337826,28.9337826,-95.30845339999999,-95.30845339999999,-95.30845339999999,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Bertiera
Bertiella studeri,2,terrestrial,-23.59,9.649314963636364,37.5442706,-15.180413,61.72384318181818,138.252924,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,Bertiella
Biacetabulum biloculoides,2,freshwater,40.2671941,40.2671941,40.2671941,-86.1349019,-86.1349019,-86.1349019,Animalia,Platyhelminthes,Cestoda,Caryophyllidea,Capingentidae,Biacetabulum
Blatticola blattae,1,terrestrial,-40.900557,33.69982985,54.5259614,-127.6476205,32.055683862500004,174.885971,Animalia,Nematoda,Chromadorea,Rhabditida,Thelastomatidae,Blatticola
Bolbosoma balaenae,3,marine,-31.2532183,20.451723525,65.2481624,-149.0729714,-22.82177915,146.921099,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Bolbosoma
Bolbosoma nipponicum,3,marine,35.4543846,44.16400379999999,52.87362299999999,139.644207,144.50501215,149.3658173,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Bolbosoma
Bolbosoma vasculosum,3,marine,-33.137551,14.751502515384615,43.7542275,-77.40677199999999,27.06144470769231,121.9269656,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Polymorphidae,Bolbosoma
Bothrimonus fallax,2,marine,41.934977,45.5473436,54.5259614,15.2551187,35.895067925,50.66894500000001,Animalia,Platyhelminthes,Cestoda,Spathebothriidea,Acrobothriidae,Bothrimonus
Bothriocephalus acheilognathi,3,freshwater,-37.01,32.81765911212121,60.47202399999999,-155.5827818,-12.079794133333332,146.921099,Animalia,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Schyzocotyle
Bothriocephalus barbatus,2,marine,34.5531284,38.6760072,46.227638,-77.40677199999999,-9.774250499999997,18.0480105,Animalia,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus
Bothriocephalus claviceps,2,freshwater,34.5531284,49.06421015833333,63.15587019999999,-113.571487,-20.136899920833333,138.252924,Animalia,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus
Bothriocephalus cuspidatus,2,freshwater,23.684994,46.06589362,56.130366,-113.571487,-73.10797033,90.356331,Animalia,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus
Bothriocephalus gregarius,3,marine,34.5531284,42.76750163333333,58.48795200000001,-77.40677199999999,2.5109325000000013,34.299316,Animalia,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus
Bothriocephalus opsariichthydis,2,freshwater,33.223191,46.34119624444444,63.15587019999999,-127.6476205,31.58256428888889,138.252924,Animalia,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus
Bothriocephalus rarus,3,freshwater,35.20105,38.080119725,43.2509279,-119.4179324,-94.7224898,-71.9273024,Animalia,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus
Bothriocephalus scorpii,3,marine,-42.6919232,34.95645273333333,65.2481624,-149.0729714,34.98208187619048,171.3399414,Animalia,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus
Brevimulticaecum tenuicolle,2,freshwater,30.9842977,33.09267385,35.20105,-91.96233269999999,-91.89708304999999,-91.8318334,Animalia,Nematoda,Chromadorea,Rhabditida,Heterocheilidae,Brevimulticaecum
Caballerorhynchus lamothei,2,marine,23.634501,24.4694025,25.304304,-102.552784,-96.30935099999999,-90.065918,Animalia,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Cavisomidae,Caballerorhynchus
Calliobothrium verticillatum,2,marine,28.2915637,35.038541775,41.85509039999999,-16.6291304,39.588342749999995,139.644207,Animalia,Platyhelminthes,Cestoda,Tetraphyllidea,Calliobothriidae,Calliobothrium
Camallanus corderoi,3,freshwater,-38.416097,-37.045622,-35.675147,-71.542969,-67.5798205,-63.61667199999999,Animalia,Nematoda,Chromadorea,Rhabditida,Camallanidae,Camallanus
Camallanus cotti,2,freshwater,14.058324,37.46734821111111,61.52401,-155.5827818,26.225257833333334,138.252924,Animalia,Nematoda,Chromadorea,Rhabditida,Camallanidae,Camallanus
Camallanus lacustris,4,freshwater,23.634501,50.632252876,63.15587019999999,-102.552784,9.442440964,108.1649965,Animalia,Nematoda,Chromadorea,Rhabditida,Camallanidae,Camallanus
Camallanus oxycephalus,3,freshwater,23.634501,42.99314491538461,56.130366,-113.571487,-89.59816060769231,-77.82706689999999,Animalia,Nematoda,Chromadorea,Rhabditida,Camallanidae,Camallanus
Camallanus truncatus,2,freshwater,23.684994,48.98027410833333,63.15587019999999,-113.571487,1.8624815749999997,90.356331,Animalia,Nematoda,Chromadorea,Rhabditida,Camallanidae,Camallanus
Camallanus xenentodoni,2,freshwater,23.684994,27.0301575,30.375321,69.34511599999999,79.85072349999999,90.356331,Animalia,Nematoda,Chromadorea,Rhabditida,Camallanidae,Camallanus
Capillaria anatis,2,terrestrial,14.497401,41.32379536,53.7608608,-127.6476205,-18.03576966,138.252924,Animalia,Nematoda,Enoplea,Trichinellida,Capillariidae,Capillaria
Capillaria gracilis,3,marine,-14.5994134,35.800971600000004,58.48795200000001,-77.40677199999999,-11.456759883333332,19.863281,Animalia,Nematoda,Enoplea,Trichinellida,Capillariidae,Capillaria
Capillaria phasianina,2,terrestrial,37.09024,47.02493200000001,56.95962400000001,-95.712891,-35.8056179,24.1016552,Animalia,Nematoda,Enoplea,Trichinellida,Capillariidae,Capillaria
Caryophyllaeus laticeps,2,freshwater,26.820553,45.87519872916666,63.15587019999999,-95.712891,12.638539620833333,59.6134113,Animalia,Platyhelminthes,Cestoda,Caryophyllidea,Caryophyllaeidae,Caryophyllaeus
Catenotaenia pusilla,2,terrestrial,36.204824,47.7413242,61.52401,-6.4923145,35.84384209375,138.252924,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Catenotaeniidae,Catenotaenia
Centrorhynchus aluconis,3,terrestrial,37.5442706,47.25424811666666,56.49067119999999,-4.7277528,5.828805016666667,31.1655799,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Centrorhynchidae,Centrorhynchus
Centrorhynchus milvus,3,terrestrial,14.497401,14.497401,14.497401,-14.452362,-14.452362,-14.452362,Animalia,Acanthocephala,Palaeacanthocephala,Polymorphida,Centrorhynchidae,Centrorhynchus
Cephalochlamys namaquensis,2,freshwater,-33.5,11.015197362499999,54.7877149,-119.4179324,2.4640066375000007,37.906193,Animalia,Platyhelminthes,Cestoda,Diphyllobothriidea,Cephalochlamydidae,Cephalochlamys
Chabertia ovina,1,terrestrial,-40.900557,32.234638769444445,64.963051,-106.346771,16.013210080555556,174.885971,Animalia,Nematoda,Chromadorea,Rhabditida,Strongylidae,Chabertia
Cheilospirura spinosa,2,terrestrial,27.6648274,42.0406905,53.7266683,-127.6476205,-95.266758825,-81.5157535,Animalia,Nematoda,Chromadorea,Rhabditida,Acuariidae,Cheilospirura
Choanotaenia infundibulum,2,terrestrial,-35.675147,25.98861789230769,46.227638,-71.542969,37.41127024615385,138.252924,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Dilepididae,Choanotaenia
Cittotaenia denticulata,2,terrestrial,37.5442706,47.700867349999996,56.49067119999999,-6.4923145,-1.4359202166666667,12.56738,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,Cittotaenia
Cladotaenia circi,2,terrestrial,27.6648274,43.456887880000004,56.130366,-106.346771,-37.09723032,66.923684,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Paruterinidae,Cladotaenia
Cladotaenia globifera,2,terrestrial,27.6648274,47.74978478125,63.15587019999999,-106.346771,20.2797636875,138.252924,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Paruterinidae,Cladotaenia
Clistobothrium carcharodoni,4,marine,62.4113634,62.4113634,62.4113634,-149.0729714,-149.0729714,-149.0729714,Animalia,Platyhelminthes,Cestoda,Phyllobothriidea,Phyllobothriidae,Clistobothrium
Cloacotaenia megalops,2,freshwater,-13.254308,32.58797676875,56.130366,-106.346771,-2.2676907625,138.252924,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Cloacotaenia
Comephoronema oschmarini,2,freshwater,46.227638,54.636489866666665,63.15587019999999,2.213749,16.819807633333333,32.9905552,Animalia,Nematoda,Chromadorea,Rhabditida,Cystidicolidae,Comephoronema
Confluaria furcifera,2,freshwater,48.379433,52.5364461,56.26392,-116.5765035,-27.80134974,31.1655799,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Confluaria
