Foodweb,Full_name,Source_Brose,Source_Gilbert,Source_EcoBase,Source_GlobalWeb,Citation,Notes,Habitat,Latitude,Longitude,AbsLat,Nodes,Links,Link_Density,Generality,Norm_Gen,Vulnerability,Norm_Vul,Fraction_Basal,Fraction_Intermediate,Fraction_Top,Mean_Food_Chain,Modularity,MinLat,MaxLat,MinLon,MaxLon
Thermaikos_Gulf,Thermaikos Gulf,no,no,yes,no,"Dimarchopoulou D, Tsagarakis K, Sylaios G, Tsikliras AC (2022) Ecosystem trophic structure and effort simulations of a major greek fishing ground (Thermaikos Gulf, northeastern Mediterranean Sea). Estuarine, Coastal and Shelf Science 264: 107667",Greece bay/fjord,marine,40.205,22.935,40.205,33,325,9.848484848,10.83333333,1.1,11.20689655,1.137931034,0.090909091,0.787878788,0.121212121,6.948,0.110286287,40.52,39.89,22.55,23.32
Tidal flat CA,Tidal flat - California,no,yes,no,no,"G.E. MacGinitie. (1935). Ecological Aspects of a California Marine Estuary. American Midland Naturalist, 16 (5), pp. 629-765.",Tidal flat - California,marine,28.41827582,-80.75662491,28.41827582,25,44,1.76,1.913043478,1.086956522,2.75,1.5625,0.08,0.56,0.36,4.522,0.354080579,,,,
Tundra - Barrow,Wet coastal tundra - Barrow - Alaska,no,yes,no,no,"Brown, J. (1971). The structure and function of the tundra ecosystem. US Tundra Biome Program 1971 Progress Report, 1.",Wet coastal tundra - Barrow - Alaska,marine,61.50078125,-149.4335449,61.50078125,12,19,1.583333333,2.111111111,1.333333333,2.111111111,1.333333333,0.25,0.5,0.25,4.2345,0.253462604,,,,
Ungava_Bay,Ungava Bay,no,no,yes,no,"Sonagnon Olivier Tokpanou, Samantha Farquhar, Sara Pedro, Mariane Falardeau, Duncan Warttier, Mathilde Lapointe St-Pierre, Carie Hoover, Tiff-Annie Kenny, and FrÃÂ©dÃÂ©ric Maps",Canada marine-coastal,marine,59.7,-67.36,59.7,49,543,11.08163265,11.80434783,1.065217391,11.08163265,1,0.06122449,0.93877551,0,9.533,0.178170148,61.07,58.33,-69.72,-65
USA__South_Atlantic_Continental_Shelf,"USA, South Atlantic Continental Shelf",no,no,yes,no,"Okey T.A.,Pugliese R.(2001). A preliminary Ecopath model of the Atlantic continental shelf adjacent to the Southeastern United States Fisheries Impacts on North Atlantic Ecosystems: Models and Analyses. pp 167-181. In Guenette S.,Christensen V.,Pauly D.,Guenette S.,Christensen V.,Pauly D.",United States of America open ocean,marine,30.40355,-78.59436,30.40355,42,473,11.26190476,12.78378378,1.135135135,12.12820513,1.076923077,0.119047619,0.761904762,0.119047619,7.026,0.125802176,35.61394,25.19316,-81.65703,-75.53169
Vancouver_Island,Vancouver Island,no,no,yes,no,Virginie Bornarel,Canada Upwelling,marine,49.31643,-127.1474,49.31643,61,1074,17.60655738,18.51724138,1.051724138,17.60655738,1,0.049180328,0.950819672,0,11.691,0.104390074,50.739,47.89386,-129.3066,-124.9882
Venezuela_shelf,Venezuela shelf,no,no,yes,no,"Mendoza J.J.(1993). A preliminary biomass budget for the Northeastern Venezuela shelf ecosystem . pp 285-297. In Christensen V.,Pauly D.",Venezuela continental shelf,marine,11.038885,-64.128365,11.038885,16,72,4.5,5.538461538,1.230769231,4.5,1,0.1875,0.75,0.0625,5.0055,0.165412809,11.49722,10.58055,-66.27798,-61.97875
Virgin_Islands,Virgin Islands,no,no,yes,no,"Opitz  S.(1996). Trophic Interactions in Caribbean Coral Reefs ICLARM Tech. Rep. 43, 341 p.",British Virgin Islands coral reef,marine,18.37335,-64.724125,18.37335,21,141,6.714285714,7.833333333,1.166666667,7.05,1.05,0.142857143,0.80952381,0.047619048,6.722,0.155761719,19.37335,17.37335,-65.72413,-63.72412
W_Greenland,W Greenland,no,no,no,yes,Munk (2002),offshelf and on shelf,marine,66.33333333,-56,66.33333333,5,6,1.2,3,2.5,2,1.666666667,0.6,0,0.4,2,0,,,,
Weddell,Weddell Sea,yes,no,no,no,Jacob et al. 2011,Eastern Weddell Sea Shelf,marine,-71.1879,-45,71.1879,490,15989,32.63061224,37.62117647,1.152941176,34.9868709,1.072210066,0.132653061,0.8,0.067346939,6.561,0.320393833,,,,
West_Baffin_Bay__Coastal_and_Shelf,"West Baffin Bay, Coastal and Shelf",no,no,yes,no,"Sara Pedro, MÃÂ©lanie Lemire, Carie Hoover, Blanche Saint-BÃÂ©at, Muhammad Y. Janjua, Jennifer Herbig, M",Canada Bay/fjord,marine,70.02235016,-67.34846654,70.02235016,30,193,6.433333333,7.148148148,1.111111111,6.892857143,1.071428571,0.1,0.833333333,0.066666667,6.2365,0.192309846,73,67,-75,-60
West_Coast_of_Peninbsular_Malaysia,West Coast of Peninbsular Malaysia,no,no,yes,no,"Christensen V.,Garces L.,Silvestre G.,Pauly D.,Christensen V.,Garces L.,Silvestre G.,Pauly D.,Christensen V.,Garces L.,Silvestre G.,Pauly D.,Christensen V.,Garces L.,Silvestre G.,Pauly D.(2003). Fisheries Impact on the South China Sea Large Marine Ecosystem: A Preliminary Analysis using Spatially-Explicit Methodology . pp 51-62. In Silvestre G.,Garces L.,Stobutzki I.,Ahmed M.,Valmonte-Santos R.A.,Luna C.,Lachica-AliÃÂ±o L.,Munro P.,Christensen V.,Pauly D.,Silvestre G.,Garces L.,Stobutzki I.,Ahmed M.,Valmonte-Santos R.A.,Luna C.,Lachica-AliÃÂ±o L.,Munro P.,Christensen V.,Pauly D.",Malaysia continental shelf,marine,4,100.75,4,15,63,4.2,4.846153846,1.153846154,4.846153846,1.153846154,0.133333333,0.733333333,0.133333333,5.4685,0.210694444,7,1,98,103.5
West_coast_of_Sabah,West coast of Sabah,no,no,yes,no,"Garces L.R.,Man A.,Ahmad A.T.,Mohamad-Norizam M.,Silvestre G.T.(2003). A trophic model of the coastal fisheries ecosystem off the West Coast of Sabah and Sarawak, Malaysia . pp 333-352. In Silvestre G.,Garces L.,Stobutzki I.,Ahmed M.,Valmonte-Santos R.A.,Luna C.,Lachica-AliÃÂ±o L.,Munro P.,Christensen V.,Pauly D.",Malaysia continental shelf,marine,6.4511785,114.3826,6.4511785,29,215,7.413793103,8.269230769,1.115384615,8.958333333,1.208333333,0.103448276,0.724137931,0.172413793,4.6135,0.119621417,8.391831,4.510526,111.6329,117.1323
West_Coast_Vancouver_Island,West Coast Vancouver Island,no,no,yes,no,Martell S.J.D.(2002). Variation in pink shrimp populations off the West coast of Vancouver Island: oceanographic and trophic interactions,Canada continental shelf,marine,49.53494,-127.5085,49.53494,15,70,4.666666667,5.384615385,1.153846154,4.666666667,1,0.133333333,0.8,0.066666667,5.7095,0.143274221,50.86974,48.20014,-130.2317,-124.7853
West_Florida_Shelf,West Florida Shelf,no,no,yes,no,"Vilas, Daniel, David Chagaris, and Joe Buszowski. 2020. Red tide mortality on gag grouper from 2002-",United States of America continental shelf,marine,29.75,-84.75,29.75,83,884,10.65060241,11.48051948,1.077922078,15.50877193,1.456140351,0.072289157,0.614457831,0.313253012,5.148,0.196097927,30.5,29,-88.5,-81
West_Scotland,West Scotland,no,no,yes,no,"Morissette L.,Pitcher T.(2005). Model structure and balancing Ecosystem Simulation Models of ScotlandÃ¢ÂÂs West Coast and Sea Lochs. pp 5-24, 30-40-5-24, 30-40. In Haggan N.,Pitcher T.","France,U.K. of Great Britain and Northern Ireland continental shelf",marine,57.90825,-8.7543525,57.90825,37,371,10.02702703,10.6,1.057142857,10.02702703,1,0.054054054,0.945945946,0,10.0445,0.166304305,61.18896,54.62754,-13.80943,-3.699275
West_scotland_DeepSea,West scotland DeepSea,no,no,yes,no,"Howell K.L.,Heymans J.J.,Gordon J.D.M.,Duncan J.,Ayers M.,Jones E.G.(2009). DEEPFISH Project: Applying an ecosystem approach to the sustainable management of deep-water fisheries. Part 1: Development of an Ecopath with Ecosim model. Scottish Association for Marine Science Report",U.K. of Great Britain and Northern Ireland open ocean,marine,57.40435,-8.673944,57.40435,34,289,8.5,9.03125,1.0625,8.5,1,0.058823529,0.941176471,0,9.014,0.154135858,60.19188,54.61682,-10.83964,-6.508248
Western_Antarctic_Peninsula,Western Antarctic Peninsula,no,no,yes,no,"Dahood, A",Antarctica,marine,-64.985,-60.15,64.985,35,164,4.685714286,5.290322581,1.129032258,5.125,1.09375,0.114285714,0.8,0.085714286,5.479,0.2179796,-69.99,-59.98,-70.3,-50
Western_Bering_Sea,Western Bering Sea,no,no,yes,no,"Aydin K.Y.,Lapko V.V.,Radchenko V.I.,Livingston P.A.(2002). A comparison of the eastern Bering and western Bering Sea shelf and slope ecosystems through the use of mass-balance food web models NOAA Technical Memorandum",Russian federation continental shelf,marine,61.3712,176.348,61.3712,36,238,6.611111111,7.4375,1.125,7.4375,1.125,0.111111111,0.777777778,0.111111111,5.4195,0.231264364,66.66822,56.07418,161.5438,191.1522
Western_Channel,Western Channel,no,no,yes,no,Arajo J.N.et al. (2005). An Ecopath model of the western English Channel ecosystem with an exploration of its dynamic properties Science Series Technical Report,"France,U.K. of Great Britain and Northern Ireland channel/strait",marine,49.5,-3.99999995,49.5,52,424,8.153846154,8.653061224,1.06122449,8.833333333,1.083333333,0.057692308,0.807692308,0.134615385,5.555,0.185762472,51,48,-7,-0.9999999
Western_North_Pacific,Western North Pacific,no,no,no,yes,Sassa et al (2004),transition region,marine,37,143,37,25,33,1.32,16.5,12.5,1.434782609,1.086956522,0.92,0,0.08,2,0.19651056,,,,
Western_Tropical_Pacific_Ocean,Western Tropical Pacific Ocean,no,no,yes,no,"Godinot O.,Allain V.(2003). A preliminary Ecopath model of the warm pool pelagic ecosystem Standing Committee on Tuna and Billfish Working Paper",Not affiliated open ocean,marine,0,145,0,20,131,6.55,7.705882353,1.176470588,6.55,1,0.15,0.85,0,7.209,0.078986733,15,-15,110,180
WP1,WP1,yes,no,no,no,"Vinagre et al., unpublished",English intertidal rocky pools,marine,50.31675,-4.083361,50.31675,39,367,9.41025641,13.59259259,1.444444444,9.41025641,1,0.307692308,0.641025641,0.051282051,6.196949267,0.095036831,,,,
WP2,WP2,yes,no,no,no,"Vinagre et al., unpublished",English intertidal rocky pools,marine,50.316709,-4.083136,50.316709,26,128,4.923076923,6.095238095,1.238095238,6.095238095,1.238095238,0.192307692,0.538461538,0.269230769,4.642361111,0.194507433,,,,
WP3,WP3,yes,no,no,no,"Vinagre et al., unpublished",English intertidal rocky pools,marine,50.316572,-4.082964,50.316572,35,289,8.257142857,10.7037037,1.296296296,8.5,1.029411765,0.228571429,0.685714286,0.085714286,6.930264993,0.123484149,,,,
WP4,WP4,yes,no,no,no,"Vinagre et al., unpublished",English intertidal rocky pools,marine,50.316449,-4.082385,50.316449,27,147,5.444444444,6.391304348,1.173913043,5.88,1.08,0.148148148,0.740740741,0.111111111,6.538499506,0.189248165,,,,
Ythan,Ythan Estuary,yes,no,no,no,Cohen et al. 2009,River Ythan in Forvie Nature Reserve,marine,57.32684407,-1.957844461,57.32684407,92,414,4.5,4.704545455,1.045454546,6.677419355,1.483870968,0.043478261,0.630434783,0.326086957,6.083191182,0.281608089,,,,
Yucatan,Yucatan,no,no,yes,no,"Arreguain-Sanchez F.et al. (1993). An application of ECOPATH II to the North Continental Shelf Ecosystem of Yucatan, Mexico . pp 269-278. In Christensen V.,Pauly D.,Christensen V.,Pauly D.,Christensen V.,Pauly D.",Mexico continental shelf,marine,21.907545,-88.44186,21.907545,21,111,5.285714286,6.166666667,1.166666667,5.842105263,1.105263158,0.142857143,0.761904762,0.095238095,5.51,0.139173554,23.51906,20.29603,-91.05683,-85.82689
Afon,Afon Hafren 2005,yes,no,no,no,Layer et al. 2010,UK Streams,freshwater,52.47,-3.7,52.47,22,109,4.954545455,9.083333333,1.833333333,4.954545455,1,0.454545455,0.5,0.045454545,4.115384615,0.127400549,,,,
Aire,Stream bed fauna - Aire - Nidd & Wharfe Rivers - Yorkshire - UK,no,yes,no,no,"E. Percival and H. Whitehead (1929). A Quantitative Study of the Fauna of Some Types of Stream-Bed. Journal of Ecology. 17(2), pp. 282-314.",Stream bed fauna - Aire - Nidd & Wharfe Rivers - Yorkshire - UK,freshwater,49.4808857,4.1610461,49.4808857,60,185,3.083333333,3.490566038,1.132075472,4.512195122,1.463414634,0.116666667,0.566666667,0.316666667,3.598,0.358933528,,,,
AkatoreA,AkatoreA,no,yes,no,no,Thompson and Townsend (2005),"Pine forest stream, Otago, New Zealand",freshwater,-46.106,170.177,46.106,86,227,2.639534884,4.365384615,1.653846154,5.536585366,2.097560976,0.395348837,0.081395349,0.523255814,2.337666667,0.341380582,,,,
AkatoreB,AkatoreB,no,yes,no,no,Thompson and Townsend (2005),"Pine forest stream, Otago, New Zealand",freshwater,-46.0881,170.1311,46.0881,58,117,2.017241379,3.078947368,1.526315789,4.178571429,2.071428571,0.344827586,0.137931034,0.517241379,2.377666667,0.404412302,,,,
Alert,Alert,yes,no,no,no,Legagneux et al. 2014,High arctic terrestrial field sites,terrestrial,82.512274,-62.387641,82.512274,16,36,2.25,3.272727273,1.454545455,3,1.333333333,0.3125,0.4375,0.25,2.921052632,0.211419753,,,,
Alford,Alford lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,44.26,-74.04,44.26,56,217,3.875,6.78125,1.75,3.945454545,1.018181818,0.428571429,0.553571429,0.017857143,5.007155635,0.288483796,,,,
Alkaline thermal springs,Alkaline thermal springs - Yellowstone,no,yes,no,no,"N.C. Collins, R. Mitchell, R.G. Wiegert. (1976). Functional Analysis of a Thermal Spring Ecosystem, with an Evaluation of the Role of Consumers. Ecology. 57(6), pp.1221-1232.",Alkaline thermal springs - Yellowstone,freshwater,45.9645464,-108.276076,45.9645464,11,16,1.454545455,2.285714286,1.571428571,2.666666667,1.833333333,0.363636364,0.181818182,0.454545455,2.6185,0.224609375,,,,
Allt,Allt a Mharcaidh,yes,no,no,no,Layer et al 2010,UK Streams,freshwater,57.12,-3.85,57.12,37,257,6.945945946,11.17391304,1.608695652,7.558823529,1.088235294,0.378378378,0.540540541,0.081081081,4.765674814,0.14440918,,,,
Alpine tundra,Alpine tundra - Montana,no,yes,no,no,"Pattie, D. L. and Verbeek, N. A. M. (1966) Alpine birds of the Beartooth Mountains, Condor 68:167-176 (1966); Alpine mammals of the Beartooth Mountains, Northwest Sci. 41(3):110-117 (1967). ",Alpine tundra - Montana,terrestrial,29.7104006,-98.6298495,29.7104006,26,70,2.692307692,2.8,1.04,4.666666667,1.733333333,0.038461538,0.538461538,0.423076923,3.1355,0.226632653,,,,
Alte Schwentine,Alte Schwentine stream - northern Germany,no,yes,no,no,"Poepperl, R. (2003). A Quantitative Food Web Model for the Macroinvertebrate Community of a Northern German Lowland Stream. Internat. Rev. Hydrobiol. 88, pp. 433-452.",Alte Schwentine stream - northern Germany - Diet composition,freshwater,54.1600076,10.2430312,54.1600076,16,55,3.4375,4.230769231,1.230769231,3.4375,1,0.1875,0.75,0.0625,3.9095,0.15553719,,,,
Antarctic Peninsula Ecosystem,Antarctic Peninsula Ecosystem - Sub area CCAMLR 481,no,yes,no,no,"Cornejo-Donoso, J., and Antezana, T. (2008). Preliminary trophic model of the Antarctic Peninsula Ecosystem (Sub-area CCAMLR 48.1). Ecological Modelling. 218, pp. 1-17.",Diet composition of principal components - Antarctic Peninsula Ecosystem - Sub area CCAMLR 481,terrestrial,-69.9896303,-65.4005046,69.9896303,28,191,6.821428571,7.346153846,1.076923077,7.958333333,1.166666667,0.071428571,0.785714286,0.142857143,5.0375,0.104698336,,,,
Aspen forest,Aspen forest - Manitoba,no,yes,no,no,"R.D. Bird. (1930). Biotic Communities of the Aspen Parkland of Central Canada. Ecology. 11(2), pp. 356-442.",Aspen forest - Manitoba,terrestrial,49.5256952,-96.9121387,49.5256952,34,58,1.705882353,2.32,1.36,2.148148148,1.259259259,0.264705882,0.529411765,0.205882353,3.793,0.465368609,,,,
Bacharis,Bacharis fauna - California - USA,no,yes,no,no,"D.C. Force. (1974). Ecology of Insect Host-Parasitoid Communities. Science. 184(4137), pp. 624-632.",Bacharis fauna - California - USA,terrestrial,34.4182937,-118.6117057,34.4182937,8,15,1.875,2.142857143,1.142857143,2.5,1.333333333,0.125,0.625,0.25,3.8525,0,,,,
Bakersfield pond,Freshwater pond - Bakersfield,no,yes,no,no,"S.H. Hurlbert, M.S. Mulla, and H.R. Willson. (1972). Effects of an Organophosphorus Insecticide on the Phytoplankton, Zooplankton, and Insect Populations of Fresh-Water Ponds. Ecological Monographs. 42(3), pp. 269-299.","Freshwater pond Bakersfield, California",freshwater,44.8104033,-72.7908131,44.8104033,7,15,2.142857143,2.5,1.166666667,2.5,1.166666667,0.142857143,0.714285714,0.142857143,3.8895,0.131111111,,,,
Balsam,Balsam lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,43.63,-74.8,43.63,50,258,5.16,10.75,2.083333333,5.608695652,1.086956522,0.52,0.4,0.08,4.834759955,0.31680892,,,,
Barbados,Western rocky shore - Barbados,no,yes,no,no,Unpublished observations. F. Briand (1985). Source: ECOWeB1.1,Western rocky shore - Barbados,terrestrial,13.1500331,-59.5250305,13.1500331,15,22,1.466666667,2,1.363636364,1.692307692,1.153846154,0.266666667,0.6,0.133333333,3.752,0.323347107,,,,
Bear Island,Bear Island - Spitsbergen,no,yes,no,no,"V.S. Summerhayes and C.S. Elton. (1923). Bear Island. Journal of Ecology. 11(2), pp. 216-233.",Bear Island - Spitsbergen,terrestrial,74.4259903,19.0324834,74.4259903,28,46,1.642857143,2.421052632,1.473684211,2.3,1.4,0.214285714,0.5,0.178571429,3.818,0.454867675,,,,
Beaver,Beaver lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,43.65,-74.75,43.65,56,262,4.678571429,10.07692308,2.153846155,4.678571429,1,0.535714286,0.464285714,0,7.103811841,0.349956433,,,,
Belize,Las Cuevas,no,yes,no,no,Lewis et al 2002,Deciduous seasonal forest,terrestrial,16.733503,-88.986329,16.733503,104,269,2.586538,2.717172,1.050505347,4.637931,1.793103755,0.05769231,0.4903846,0.4423077,5.98736,0.3887767,,,,
Berwick,Berwick,no,yes,no,no,Thompson and Townsend (2005),"Pine forest stream, Otago, New Zealand",freshwater,-46.499998,169.499998,46.499998,78,240,3.076923077,5.217391304,1.695652174,5.714285714,1.857142857,0.41025641,0.128205128,0.461538462,2.315666667,0.319140625,,,,
BigHope,Big hope lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,44.51,-74.13,44.51,61,322,5.278688525,9.470588235,1.794117647,5.278688525,1,0.442622951,0.557377049,0,8.092451027,0.36855572,,,,
Blackrock,Blackrock Stream,yes,no,no,no,Townsend et al. 1998,NewZealandStreams,freshwater,-46.055878,169.289707,46.055878,87,375,4.310344828,10.13513514,2.351351351,5.281690141,1.225352113,0.574712644,0.24137931,0.183908046,3.214801444,0.223861333,,,,
Braco Morto,Pantanal Plain - Braco Morto Acima,no,yes,no,no,"Angelini, R., Morais, R.J., Cattella, A.C., Resende, E.K., and Libralato, S. (2013). Aquatic food webs of the oxbow lakes in the Pantanal: A new site for fisheries guaranteed by alternated control?. Ecological Modelling, 253, pp. 82-96.",Pantanal Plain - Braco Morto Acima (MAC model) - Paraguay River Basin - Brazil,freshwater,-29.9681172,-50.1201913,29.9681172,39,229,5.871794872,6.542857143,1.114285714,6.361111111,1.083333333,0.102564103,0.820512821,0.076923077,4.831,0.173242252,,,,
Braco Morto Abaixo,Pantanal Plain - Braco Morto Abaixo ,no,yes,no,no,"Angelini, R., Morais, R.J., Cattella, A.C., Resende, E.K., and Libralato, S. (2013). Aquatic food webs of the oxbow lakes in the Pantanal: A new site for fisheries guaranteed by alternated control?. Ecological Modelling, 253, pp. 82-96.",Pantanal Plain - Braco Morto Abaixo (MAB model) - Paraguay River Basin - Brazil,freshwater,-10.3333333,-53.2,10.3333333,39,248,6.358974359,7.085714286,1.114285714,6.888888889,1.083333333,0.102564103,0.820512821,0.076923077,5.057,0.130853811,,,,
Brandy,Brandy lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,44.28,-74.36,44.28,30,119,3.966666667,5.173913043,1.304347826,4.76,1.2,0.233333333,0.6,0.166666667,4.003496503,0.096128986,,,,
BridgeBrook,Bridge brook lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,44.16,-74.57,44.16,75,553,7.373333333,15.36111111,2.083333333,7.373333333,1,0.52,0.466666667,0.013333333,7.078290591,0.369385613,,,,
Broad,Broad Stream,yes,no,no,no,Townsend et al. 1998,NewZealandStreams,freshwater,-46.053684,169.288684,46.053684,95,564,5.936842105,13.75609756,2.317073171,7.833333333,1.319444444,0.568421053,0.189473684,0.242105263,3.151738672,0.17976177,,,,
Broadstone,Broadstone Stream,yes,no,no,no,Layer et al 2010,UK Streams,freshwater,51.08,0.05,51.08,23,99,4.304347826,6.6,1.533333333,4.5,1.045454545,0.347826087,0.608695652,0.043478261,7.320250087,0.241335587,,,,
BTL,Brook trout lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,43.6,-74.66,43.6,15,19,1.266666667,2.714285714,2.142857143,1.357142857,1.071428571,0.533333333,0.4,0.066666667,2.769230769,0.290858726,,,,
Buck,Buck pond,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,43.53,-75.06,43.53,41,151,3.682926829,7.55,2.05,4.194444444,1.138888889,0.512195122,0.365853659,0.12195122,3.336956522,0.381844444,,,,
Bure,Bure Stream,yes,no,no,no,Layer et al 2010,UK streams,freshwater,52.82,1.722,52.82,95,1927,20.28421053,35.68518519,1.759259259,21.41111111,1.055555556,0.431578947,0.515789474,0.052631579,5.359,0.093525582,,,,
Burntbridge,Burntbridge lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,44.21,-74.71,44.21,53,180,3.396226415,8.181818182,2.409090909,3.461538462,1.019230769,0.58490566,0.396226415,0.018867925,4.938547486,0.414703037,,,,
Bylot,Bylot,yes,no,no,no,Legagneux et al. 2014,High arctic terrestrial field sites,terrestrial,73.157854,-78.907736,73.157854,16,32,2,2.909090909,1.454545455,3.2,1.6,0.3125,0.3125,0.375,3.055555556,0.1875,,,,
Canton,Canton Creek,yes,no,no,no,Townsend et al. 1998,NewZealandStreams,freshwater,-46.055502,169.289214,46.055502,110,707,6.427272727,13.09259259,2.037037037,9.181818182,1.428571429,0.509090909,0.190909091,0.3,3.110556941,0.199625287,,,,
Carpinterina2,Carpinteria,yes,no,no,no,Lafferty et al. 2006,SantaBarbara,terrestrial,34.400713,-119.537602,34.400713,129,874,6.775193798,11.97260274,1.767123288,9.711111111,1.433333333,0.434108527,0.263565891,0.302325581,7.91050292,0.403315624,,,,
Cascade,Cascade lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,43.79,-74.81,43.79,35,115,3.285714286,6.764705882,2.058823529,3.382352941,1.029411765,0.514285714,0.457142857,0.028571429,5.235294118,0.37761619,,,,
Catlins,Catlins,no,yes,no,no,Thompson and Townsend (2003),"Pine forest stream, Otago, New Zealand",freshwater,-45.9453,170.1053,45.9453,52,110,2.115384615,4.4,2.08,3.235294118,1.529411765,0.519230769,0.134615385,0.346153846,2.366333333,0.31768595,,,,
Cement Creek,Mountain stream (June-September) Cement Creek - CO - USA,no,yes,no,no,"J.D. Allan. (1982). The Effects of Reduction in Trout Density on the Invertebrate Community of a Mountain Stream. Ecology. 63(5), pp. 1444-1455.",Mountain stream (June-September) Cement Creek - CO - USA,freshwater,37.8268279,-107.6694023,37.8268279,19,21,1.105263158,5.25,4.75,1.235294118,1.117647059,0.736842105,0.157894737,0.052631579,2.33,0.189342404,,,,
Chub Lake,Chub lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,43.83,-74.79,43.83,36,80,2.222222222,5.714285714,2.571428571,2.285714286,1.028571429,0.611111111,0.361111111,0.027777778,5.096256684,0.291539817,,,,
Chub Pond,Chub pond,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,43.55,-75.06,43.55,54,412,7.62962963,11.44444444,1.499999999,9.155555556,1.2,0.333333333,0.5,0.166666667,6.287761678,0.152469727,,,,
Clydach stream community,Calcareous stream community - River Clydach,no,yes,no,no,"J.R. Erichsen Jones. (1949). A Further Ecological Study of Calcareous Streams in the 'Black Mountain' District of South Wales. Journal of Animal Ecology. 18(2), pp. 142-159.",Calcareous stream community - River Clydach - S. Wales,freshwater,51.7374406,-3.9087273,51.7374406,29,105,3.620689655,4.772727273,1.318181818,5,1.380952381,0.24137931,0.482758621,0.275862069,3.1235,0.183265306,,,,
Cone Spring,Cone Spring - Iowa,no,yes,no,no,"L.J. Tilly. (1968). The Structure and Dynamics of Cone Spring. Ecological Monographs. 38(2), pp. 169-197.",Cone Spring - Iowa,freshwater,37.6404693,-117.7827347,37.6404693,11,20,1.818181818,2,1.1,2.857142857,1.571428571,0.090909091,0.545454545,0.363636364,3.196,0.19,,,,
Connera,Connera lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,44.31,-73.94,44.31,65,412,6.338461538,12.875,2.03125,6.338461538,1,0.507692308,0.492307692,0,8.071986092,0.385127267,,,,
Constable,Constable lake,yes,no,no,no,Sutherland 1989; Havens 1992,Adirondack lakes,freshwater,43.83,-74.81,43.83,32,59,1.84375,4.916666667,2.666666667,1.966666667,1.066666667,0.625,0.3125,0.0625,3.768115942,0.356123662,,,,
Corrente,Corrente River - Brazil,no,yes,no,no,"Angelini, R., Aloisio, G. R., and Carvalho, A. R. (2010). Mixed food web control and stability in a Cerrado River (Brazil). Pan-American Journal of Aquatic Sciences, 5, pp. 421-431.",Corrente River - Brazil,freshwater,-18.7952531,-51.6454682,18.7952531,13,34,2.615384615,3.777777778,1.444444444,3.090909091,1.181818182,0.307692308,0.461538462,0.230769231,3.057,0.135380623,,,,
Coweeta1,Coweeta1,no,yes,no,no,Thompson and Townsend (2003),"Pine forest stream, Otago, New Zealand",freshwater,-46.1,169.1,46.1,68,126,1.852941176,3.315789474,1.789473684,4.2,2.266666667,0.441176471,0,0.558823529,2,0.454774502,,,,
Coweeta17,Coweeta17,no,yes,no,no,Thompson and Townsend (2004),"Pine forest stream, Otago, New Zealand",freshwater,-46.108939,170.0401,46.108939,78,148,1.897435897,3.288888889,1.733333333,4.484848485,2.363636364,0.423076923,0,0.576923077,2,0.403305332,,,,
Crocodile Creek,Crocodile Creek - Malawi,no,yes,no,no,"G. Fryer. (1959). The Ttophic interrelationships and ecology of some littoral communities of Lake Nyasa with especial reference to the fishes, and a discussion of the evolution of a group of rock-frequenting Cichlidae. Proceedings of the Zoological Society of London. 132(2), pp. 153-281.",Crocodile Creek - Malawi,freshwater,-19.3343034,146.9943005,19.3343034,34,52,1.529411765,1.857142857,1.214285714,3.466666667,2.266666667,0.176470588,0.264705882,0.558823529,2.791,0.413831361,,,,
Danajon_Bank,Danajon Bank,no,no,yes,no,"Regina Bacalso, FISH Project Philippines",Danajon Bank - Camotes Sea,marine,10.17,124.45,10.17,37,379,10.24324324,11.14705882,1.088235294,10.24324324,1,0.081081081,0.891891892,0.027027027,6.7825,0.155035713,10,10.34,124.2,124.7
DargallLn,Dargall Lane,yes,no,no,no,Layer et al 2010,UK Streams,freshwater,55.08,-4.43,55.08,20,66,3.3,6,1.818181818,3.666666667,1.111111111,0.45,0.45,0.1,3.88172043,0.191242604,,,,
