Parasite.species,Location,Latitude,Longitude,Habitat
Philometra obturans,Europe,54.5259614,15.2551187,freshwater
Philometra ovata,Europe,54.5259614,15.2551187,freshwater
Philometra rischta,Europe,54.5259614,15.2551187,freshwater
Philometroides cyprini,Europe,54.5259614,15.2551187,freshwater
Philometroides sanguinea,Europe,54.5259614,15.2551187,freshwater
Philonema oncorhynchi,Europe,54.5259614,15.2551187,freshwater
Philonema sibirica,Europe,54.5259614,15.2551187,freshwater
Rhabdochona gnedini,Europe,54.5259614,15.2551187,freshwater
Rhabdochona denudata,Europe,54.5259614,15.2551187,freshwater
Rhabdochona ergensi,Europe,54.5259614,15.2551187,freshwater
Rhabdochona hellichi,Europe,54.5259614,15.2551187,freshwater
Rhabdochona oncorhynchi,Europe,54.5259614,15.2551187,freshwater
Rhabdochona phoxini,Europe,54.5259614,15.2551187,freshwater
Comephoronema oschmarini,Europe,54.5259614,15.2551187,freshwater
Cystidicola farionis,Europe,54.5259614,15.2551187,freshwater
Spinitectus inermis,Europe,54.5259614,15.2551187,freshwater
Hystrichis tricolor,Europe,54.5259614,15.2551187,freshwater
Contracaecum microcephalum,Europe,54.5259614,15.2551187,freshwater
Contracaecum micropapillatum,Europe,54.5259614,15.2551187,freshwater
Contracaecum rudolphii,Europe,54.5259614,15.2551187,freshwater
Anisakis simplex,Europe,54.5259614,15.2551187,marine
Muellerius capillaris,Italy,41.87194,12.56738,terrestrial
Gnathostoma hispidum,Europe,54.5259614,15.2551187,terrestrial
Gnathostoma spinigerum,Europe,54.5259614,15.2551187,terrestrial
Avioserpens mosgovoyi,Europe,54.5259614,15.2551187,freshwater
Ascarops strongylina,Sardinia,40.1208752,9.012892599999999,terrestrial
Physocephalus sexalatus,Sardinia,40.1208752,9.012892599999999,terrestrial
Simondsia paradoxa,Sardinia,40.1208752,9.012892599999999,terrestrial
Ascaris suum,Sardinia,40.1208752,9.012892599999999,terrestrial
Trichuris suis,Sardinia,40.1208752,9.012892599999999,terrestrial
Oesophagostomum dentatum,Sardinia,40.1208752,9.012892599999999,terrestrial
Metastrongylus pudendotectus,Sardinia,40.1208752,9.012892599999999,terrestrial
Gongylonema pulchrum,Sardinia,40.1208752,9.012892599999999,terrestrial
Desportesius brevicaudatus,Europe,54.5259614,15.2551187,freshwater
Syncuaria squamata,Europe,54.5259614,15.2551187,freshwater
Paracuaria adunca,Europe,54.5259614,15.2551187,marine
Cosmocephalus obvelatus,Europe,54.5259614,15.2551187,freshwater
Streptocara crassicauda,Europe,54.5259614,15.2551187,freshwater
Anisakis pegreffii,Mediterranean,34.5531284,18.0480105,marine
Teladorsagia circumcincta,Sardinia,40.1208752,9.012892599999999,terrestrial
Trichostrongylus axei,Sardinia,40.1208752,9.012892599999999,terrestrial
Haemonchus contortus,Sardinia,40.1208752,9.012892599999999,terrestrial
Ostertagia ostertagi,Sardinia,40.1208752,9.012892599999999,terrestrial
Haemonchus contortus,Victoria,-37.01,144.75,terrestrial
Haemonchus contortus,Switzerland + Lichtenstein,47.3682887,8.5374552,terrestrial
Libyostrongylus douglassii,Southern Africa,-24.3570767,19.5687103,terrestrial
Libyostrongylus douglassii,North Carolina,35.7595731,-79.01929969999999,terrestrial
Nematodirus spathiger,Argentina,-38.416097,-63.61667199999999,terrestrial
Haemonchus contortus,Argentina,-38.416097,-63.61667199999999,terrestrial
Nematodirus abnormalis,Argentina,-38.416097,-63.61667199999999,terrestrial
Trichostrongylus vitrinus,Argentina,-38.416097,-63.61667199999999,terrestrial
Teladorsagia circumcincta,Argentina,-38.416097,-63.61667199999999,terrestrial
Trichuris ovis,Argentina,-38.416097,-63.61667199999999,terrestrial
Oesophagostomum venulosum,Argentina,-38.416097,-63.61667199999999,terrestrial
Oesophagostomum columbianum,Argentina,-38.416097,-63.61667199999999,terrestrial
Chabertia ovina,Argentina,-38.416097,-63.61667199999999,terrestrial
Ascaris lumbricoides,Malagasay,-20,47,terrestrial
Trichuris trichiura,Malagasay,-20,47,terrestrial
Teladorsagia circumcincta,Scotland,56.49067119999999,-4.2026458,terrestrial
Trichuris ovis,Mauritania,21.00789,-10.940835,terrestrial
Enterobius vermicularis,Venezuela,6.42375,-66.58973,terrestrial
Ascaris lumbricoides,Ethiopian Region,9.145000000000001,40.489673,terrestrial
Trichuris trichiura,Europe,54.5259614,15.2551187,terrestrial
Trichuris trichiura,Ethiopian Region,9.145000000000001,40.489673,terrestrial
Trichuris trichiura,Neotropical,28.9337826,-95.30845339999999,terrestrial
Echinocephalus uncinatus,Adriatic Sea,41.85509039999999,17.2902839,marine
Parascaris equorum,Victoria,-37.01,144.75,terrestrial
Oxyuris equi,Victoria,-37.01,144.75,terrestrial
Strongylus equinus,Victoria,-37.01,144.75,terrestrial
Triodontophorus tenuicollis,Victoria,-37.01,144.75,terrestrial
Cylicostephanus longibursatus,Victoria,-37.01,144.75,terrestrial
Cyathostomum catinatum,Victoria,-37.01,144.75,terrestrial
Cylicocyclus nassatus,Victoria,-37.01,144.75,terrestrial
Proleptus niedmanni,Chilean coast,-32.98,-71.00999999999999,marine
Anguillicola crassus,Western Mediterranean,34.5531284,18.0480105,freshwater
Cyathostoma bronchialis,Nearctic,53.569001,-113.571487,terrestrial
Truttaedacnitis pybusae,Ontario,51.253775,-85.323214,freshwater
Oxyuris equi,New Caledonia,-20.904305,165.618042,terrestrial
Parascaris equorum,Estonia + Latvia,56.95962400000001,24.1016552,terrestrial
Oxyuris equi,Estonia + Latvia,56.95962400000001,24.1016552,terrestrial
Trichostrongylus axei,Estonia + Latvia,56.95962400000001,24.1016552,terrestrial
Dictyocaulus viviparus,Denmark,56.26392,9.501785,terrestrial
Aspiculuris tetraptera,Denmark,56.26392,9.501785,terrestrial
Syphacia obvelata,Denmark,56.26392,9.501785,terrestrial
Acuaria anthuris,Spain + Andalusia,37.5442706,-4.7277528,terrestrial
Subulura bolivari,Spain + Andalusia,37.5442706,-4.7277528,terrestrial
Porrocaecum angusticolle,Spain + Andalusia,37.5442706,-4.7277528,terrestrial
Pterygodermatites affinis,Spain + Andalusia,37.5442706,-4.7277528,terrestrial
Hysterothylacium aduncum,British Columbia,53.7266683,-127.6476205,marine
Hysterothylacium aduncum,Newfoundland,53.1355091,-57.6604364,marine
Hysterothylacium aduncum,Yukon + Northwest Territories,60.71795149999999,-135.0498961,marine
Hysterothylacium aduncum,New Brunswick,46.5653163,-66.46191639999999,marine
Haemonchus contortus,Indian Region,22,79,terrestrial
Oesophagostomum columbianum,Indian Region,22,79,terrestrial
Trichuris ovis,Indian Region,22,79,terrestrial
Nematodirus filicollis,Indian Region,22,79,terrestrial
Trichostrongylus colubriformis,Indian Region,22,79,terrestrial
Trichostrongylus axei,Indian Region,22,79,terrestrial
Chabertia ovina,Indian Region,22,79,terrestrial
Heligmosomoides polygyrus,France,46.227638,2.213749,terrestrial
Dictyocaulus filaria,New Zealand,-40.900557,174.885971,terrestrial
Muellerius capillaris,New Zealand,-40.900557,174.885971,terrestrial
Protostrongylus rufescens,New Zealand,-40.900557,174.885971,terrestrial
Ostertagia ostertagi,New Zealand,-40.900557,174.885971,terrestrial
Cooperia oncophora,New Zealand,-40.900557,174.885971,terrestrial
Cooperia punctata,New Zealand,-40.900557,174.885971,terrestrial
Nematodirus abnormalis,New Zealand,-40.900557,174.885971,terrestrial
Nematodirus filicollis,New Zealand,-40.900557,174.885971,terrestrial
Nematodirus helvetianus,New Zealand,-40.900557,174.885971,terrestrial
Nematodirus spathiger,New Zealand,-40.900557,174.885971,terrestrial
Trichostrongylus vitrinus,New Zealand,-40.900557,174.885971,terrestrial
Chabertia ovina,New Zealand,-40.900557,174.885971,terrestrial
Trichuris ovis,New Zealand,-40.900557,174.885971,terrestrial
Oesophagostomum columbianum,New Zealand,-40.900557,174.885971,terrestrial
Oesophagostomum venulosum,New Zealand,-40.900557,174.885971,terrestrial
Oesophagostomum quadrispinulatum,Denmark,56.26392,9.501785,terrestrial
Cucullanus cirratus,Baltic Sea,58.48795200000001,19.863281,marine
Capillaria gracilis,Baltic Sea,58.48795200000001,19.863281,marine
Anisakis simplex,Greenland,71.706936,-42.604303,marine
Hysterothylacium aduncum,Greenland,71.706936,-42.604303,marine
Philonema agubernaculum,Greenland,71.706936,-42.604303,freshwater
Ascaridia galli,Indian Region,22,79,terrestrial
Dictyocaulus viviparus,New Zealand,-40.900557,174.885971,terrestrial
Oesophagostomum radiatum,New Zealand,-40.900557,174.885971,terrestrial
Teladorsagia circumcincta,New Zealand,-40.900557,174.885971,terrestrial
Trichuris discolor,New Zealand,-40.900557,174.885971,terrestrial
Elaphostrongylus cervi,New Zealand,-40.900557,174.885971,terrestrial
Varestrongylus sagittatus,New Zealand,-40.900557,174.885971,terrestrial
Cooperia pectinata,New Zealand,-40.900557,174.885971,terrestrial
Batrachocamallanus slomei,Cape Province,-33.5,20.97,freshwater
Batrachocamallanus slomei,Southern Africa,-24.3570767,19.5687103,freshwater
Batrachocamallanus slomei,Kenya,-0.023559,37.906193,freshwater
Batrachocamallanus slomei,Zaire,-6.2649292,14.2343282,freshwater
Dictyocaulus filaria,Indian Region,22,79,terrestrial
Dictyocaulus viviparus,Indian Region,22,79,terrestrial
Metastrongylus salmi,Indian Region,22,79,terrestrial
Metastrongylus apri,Indian Region,22,79,terrestrial
Protostrongylus rufescens,Indian Region,22,79,terrestrial
Trichuris discolor,Indian Region,22,79,terrestrial
Dispharynx nasuta,Indian Region,22,79,terrestrial
Skrjabinema ovis,Indian Region,22,79,terrestrial
Oesophagostomum radiatum,Indian Region,22,79,terrestrial
Oesophagostomum asperum,Indian Region,22,79,terrestrial
Oesophagostomum venulosum,Indian Region,22,79,terrestrial
Haemonchus placei,Indian Region,22,79,terrestrial
Dictyocaulus arnfieldi,Indian Region,22,79,terrestrial
Varestrongylus pneumonicus,Indian Region,22,79,terrestrial
Raphidascaris acus,Scotland,56.49067119999999,-4.2026458,freshwater
Cystidicola farionis,Scotland,56.49067119999999,-4.2026458,freshwater
Raphidascaris acus,British Columbia,53.7266683,-127.6476205,freshwater
Raphidascaris acus,Ontario,51.253775,-85.323214,freshwater
Raphidascaris acus,Alberta,53.9332706,-116.5765035,freshwater
Raphidascaris acus,Labrador + Newfoundland,53.1355091,-57.6604364,freshwater
Truttaedacnitis truttae,British Columbia,53.7266683,-127.6476205,freshwater
Truttaedacnitis truttae,New Brunswick,46.5653163,-66.46191639999999,freshwater
Philometra cylindracea,Ontario,51.253775,-85.323214,freshwater
Philometroides huronensis,Ontario,51.253775,-85.323214,freshwater
Philometroides huronensis,British Columbia,53.7266683,-127.6476205,freshwater
Philometroides nodulosa,Ontario,51.253775,-85.323214,freshwater
Philonema agubernaculum,Alberta,53.9332706,-116.5765035,freshwater
Philonema agubernaculum,Labrador + Newfoundland,53.1355091,-57.6604364,freshwater
Philonema agubernaculum,Northwest Territories,64.8255441,-124.8457334,freshwater
Cystidicola farionis,Ontario,51.253775,-85.323214,freshwater
Cystidicola farionis,British Columbia,53.7266683,-127.6476205,freshwater
Cystidicola farionis,Yukon + Northwest Territories,60.71795149999999,-135.0498961,freshwater
Spinitectus gracilis,Manitoba,53.7608608,-98.8138762,freshwater
Spinitectus gracilis,Canada,56.130366,-106.346771,freshwater
Spinitectus carolini,Ontario,51.253775,-85.323214,freshwater
Sterliadochona ephemeridarum,Ontario,51.253775,-85.323214,freshwater
Sterliadochona ephemeridarum,Northwest Territories,64.8255441,-124.8457334,freshwater
Sterliadochona ephemeridarum,British Columbia,53.7266683,-127.6476205,freshwater
Sterliadochona ephemeridarum,Manitoba,53.7608608,-98.8138762,freshwater
Rhabdochona canadensis,Alberta,53.9332706,-116.5765035,freshwater
Rhabdochona canadensis,British Columbia,53.7266683,-127.6476205,freshwater
Rhabdochona cascadilla,Manitoba,53.7608608,-98.8138762,freshwater
Rhabdochona cascadilla,Alberta,53.9332706,-116.5765035,freshwater
Rhabdochona cascadilla,British Columbia,53.7266683,-127.6476205,freshwater
Cooperia oncophora,Belgium + Luxembourg,50.0546886,5.467698299999999,terrestrial
Ascaris suum,Indian Region,22,79,terrestrial
Ascaris lumbricoides,Indian Region,22,79,terrestrial
Parascaris equorum,Indian Region,22,79,terrestrial
Toxocara canis,Indian Region,22,79,terrestrial
Heterakis gallinarum,Indian Region,22,79,terrestrial
Strongylus vulgaris,Indian Region,22,79,terrestrial
Strongylus equinus,Indian Region,22,79,terrestrial
Stephanurus dentatus,Indian Region,22,79,terrestrial
Syngamus trachea,Indian Region,22,79,terrestrial
Uncinaria stenocephala,Indian Region,22,79,terrestrial
Angiostrongylus cantonensis,Indian Region,22,79,terrestrial
Spirocerca lupi,Indian Region,22,79,terrestrial
Ascarops strongylina,Indian Region,22,79,terrestrial
Physocephalus sexalatus,Indian Region,22,79,terrestrial
Simondsia paradoxa,Indian Region,22,79,terrestrial
Tetrameres mohtedai,Indian Region,22,79,terrestrial
Physaloptera praeputialis,Indian Region,22,79,terrestrial
Gnathostoma spinigerum,Indian Region,22,79,terrestrial
Dracunculus medinensis,Indian Region,22,79,terrestrial
Hysterothylacium aduncum,Atlantic Ocean,-14.5994134,-28.6731465,marine
Rhabdochona hellichi,Spain + Andalusia,37.5442706,-4.7277528,freshwater
Toxascaris leonina,Japan,36.204824,138.252924,terrestrial
Philonema oncorhynchi,Alaska,64.2008413,-149.4936733,freshwater
Dracunculus medinensis,Ontario,51.253775,-85.323214,terrestrial
Oswaldocruzia filiformis,Europe,54.5259614,15.2551187,terrestrial
Enterobius vermicularis,Chile,-35.675147,-71.542969,terrestrial
Cystidicola farionis,Eire + N. Ireland,54.7877149,-6.4923145,freshwater
Dictyocaulus arnfieldi,Chile,-35.675147,-71.542969,terrestrial
Toxocara canis,Chile,-35.675147,-71.542969,terrestrial
Heligmosomoides polygyrus,Germany,51.165691,10.451526,terrestrial
Physocephalus sexalatus,Mexico,23.634501,-102.552784,terrestrial
Toxocara canis,Argentina,-38.416097,-63.61667199999999,terrestrial
Ascaris lumbricoides,Zaire,-6.2649292,14.2343282,terrestrial
Filaroides martis,Ontario,51.253775,-85.323214,terrestrial
Pearsonema plica,Ontario,51.253775,-85.323214,terrestrial
Eucoleus aerophilus,Ontario,51.253775,-85.323214,terrestrial
Haemonchus contortus,Kenya,-0.023559,37.906193,terrestrial
Cooperia oncophora,Lithuania,55.169438,23.881275,terrestrial
Oesophagostomum venulosum,Lithuania,55.169438,23.881275,terrestrial
Crenosoma vulpis,Denmark,56.26392,9.501785,terrestrial
Cystidicoloides tenuissima,Finland,61.92410999999999,25.7481511,freshwater
Philonema sibirica,Finland,61.92410999999999,25.7481511,freshwater
Trichostrongylus colubriformis,"England, Wales + Isle of Man",54.236107,-4.548056,terrestrial
Toxocara cati,Spain + Andalusia,37.5442706,-4.7277528,terrestrial
Strongylus vulgaris,Sweden,60.12816100000001,18.643501,terrestrial
Toxocara canis,Estonia + Latvia,56.95962400000001,24.1016552,terrestrial
Uncinaria stenocephala,Estonia + Latvia,56.95962400000001,24.1016552,terrestrial
Toxascaris leonina,Estonia + Latvia,56.95962400000001,24.1016552,terrestrial
Syphacia obvelata,Arizona,34.0489281,-111.0937311,terrestrial
Protostrongylus boughtoni,Wisconsin,43.7844397,-88.7878678,terrestrial
Hysterothylacium aduncum,West Coast of Norway,60.4121981,5.3222701,marine
Cucullanus cirratus,West Coast of Norway,60.4121981,5.3222701,marine
Cosmocephalus obvelatus,West Coast of Norway,60.4121981,5.3222701,freshwater
Paracuaria adunca,West Coast of Norway,60.4121981,5.3222701,marine
Anisakis typica,Gulf of Mexico,25.304304,-90.065918,marine
Rhabdochona hellichi,Austria,47.516231,14.550072,freshwater
Philometroides sanguinea,Norway,60.47202399999999,8.468945999999999,freshwater
Ascaris lumbricoides,Sri Lanka,7.873053999999999,80.77179699999999,terrestrial
Skrjabinoclava inornatae,Nova Scotia,44.68198659999999,-63.744311,marine
Skrjabinoclava inornatae,Canada,56.130366,-106.346771,marine
Anisakis simplex,Ligurian Sea,43.7542275,8.8362755,marine
Hysterothylacium aduncum,Irish Sea,53.8276917,-4.465836599999999,marine
Camallanus oxycephalus,Louisiana,30.9842977,-91.96233269999999,freshwater
Spinitectus carolini,Louisiana,30.9842977,-91.96233269999999,freshwater
Trichuris muris,France,46.227638,2.213749,terrestrial
Anisakis simplex,France,46.227638,2.213749,marine
Gnathostoma procyonis,Mexico,23.634501,-102.552784,terrestrial
Capillaria anatis,Black Sea,43.41302899999999,34.299316,terrestrial
Amidostomum acutum,Black Sea,43.41302899999999,34.299316,freshwater
Tetrameres fissispina,Black Sea,43.41302899999999,34.299316,freshwater
Cosmocephalus obvelatus,Black Sea,43.41302899999999,34.299316,freshwater
Streptocara crassicauda,Black Sea,43.41302899999999,34.299316,freshwater
Hysterothylacium aduncum,Spain + Andalusia,37.5442706,-4.7277528,marine
Trichosomoides crassicauda,United States,37.09024,-95.712891,terrestrial
Camallanus corderoi,Argentina,-38.416097,-63.61667199999999,freshwater
Camallanus lacustris,Mexico,23.634501,-102.552784,freshwater
Trichuris discolor,Italy,41.87194,12.56738,terrestrial
Trichuris muris,Italy,41.87194,12.56738,terrestrial
Capillaria gracilis,Mediterranean,34.5531284,18.0480105,marine
Pseudocapillaria tomentosa,Mediterranean,34.5531284,18.0480105,freshwater
Trichosomoides crassicauda,Italy,41.87194,12.56738,terrestrial
Oxyuris equi,Italy,41.87194,12.56738,terrestrial
Syphacia muris,Italy,41.87194,12.56738,terrestrial
Syphacia obvelata,Italy,41.87194,12.56738,terrestrial
Blatticola blattae,Italy,41.87194,12.56738,terrestrial
Hammerschmidtiella diesingi,Italy,41.87194,12.56738,terrestrial
Heterakis gallinarum,Italy,41.87194,12.56738,terrestrial
Heterakis spumosa,Italy,41.87194,12.56738,terrestrial
Ascaridia columbae,Italy,41.87194,12.56738,terrestrial
Ascaridia compar,Italy,41.87194,12.56738,terrestrial
Ascaridia dissimilis,Italy,41.87194,12.56738,terrestrial
Ascaridia galli,Italy,41.87194,12.56738,terrestrial
Ascaridia numidae,Italy,41.87194,12.56738,terrestrial
Spirura rytipleurites,Egypt,26.820553,30.802498,terrestrial
Oesophagostomum bifurcum,Italy,41.87194,12.56738,terrestrial
Oesophagostomum columbianum,Italy,41.87194,12.56738,terrestrial
Oesophagostomum quadrispinulatum,Italy,41.87194,12.56738,terrestrial
Syngamus trachea,Italy,41.87194,12.56738,terrestrial
Cyathostoma lari,Italy,41.87194,12.56738,terrestrial
Graphidium strigosum,Italy,41.87194,12.56738,terrestrial
Trichostrongylus skrjabini,Italy,41.87194,12.56738,terrestrial
Trichostrongylus tenuis,Italy,41.87194,12.56738,terrestrial
Haemonchus placei,Italy,41.87194,12.56738,terrestrial
Dictyocaulus arnfieldi,Italy,41.87194,12.56738,terrestrial
Dictyocaulus viviparus,Italy,41.87194,12.56738,terrestrial
Ollulanus tricuspis,Italy,41.87194,12.56738,terrestrial
Oswaldocruzia filiformis,Italy,41.87194,12.56738,terrestrial
Nematodirus battus,Italy,41.87194,12.56738,terrestrial
Heligmosomoides polygyrus,Italy,41.87194,12.56738,terrestrial
Neostrongylus linearis,Italy,41.87194,12.56738,terrestrial
Varestrongylus capreoli,Italy,41.87194,12.56738,terrestrial
Cystocaulus ocreatus,Italy,41.87194,12.56738,terrestrial
Protostrongylus cuniculorum,Italy,41.87194,12.56738,terrestrial
Crenosoma striatum,Italy,41.87194,12.56738,terrestrial
Crenosoma vulpis,Italy,41.87194,12.56738,terrestrial
Filaroides martis,Italy,41.87194,12.56738,terrestrial
Skrjabingylus nasicola,Italy,41.87194,12.56738,terrestrial
Truttaedacnitis truttae,Italy,41.87194,12.56738,freshwater
Cucullanus cirratus,Mediterranean,34.5531284,18.0480105,marine
Cucullanus heterochrous,Mediterranean,34.5531284,18.0480105,marine
Dichelyne minutus,Mediterranean,34.5531284,18.0480105,marine
Goezia ascaroides,Adriatic Sea,41.85509039999999,17.2902839,freshwater
Contracaecum microcephalum,Italy,41.87194,12.56738,freshwater
Raphidascaris acus,Mediterranean,34.5531284,18.0480105,freshwater
Baylisascaris laevis,Italy,41.87194,12.56738,terrestrial
Toxocara cati,Italy,41.87194,12.56738,terrestrial
Toxocara vitulorum,Italy,41.87194,12.56738,terrestrial
Porrocaecum angusticolle,Italy,41.87194,12.56738,terrestrial
Porrocaecum ensicaudatum,Italy,41.87194,12.56738,terrestrial
Porrocaecum semiteres,Italy,41.87194,12.56738,terrestrial
Camallanus lacustris,Italy,41.87194,12.56738,freshwater
Trichostrongylus retortaeformis,Japan,36.204824,138.252924,terrestrial
Hystrichis tricolor,Italy,41.87194,12.56738,freshwater
Eustrongylides tubifex,Italy,41.87194,12.56738,freshwater
Dracunculus medinensis,Italy,41.87194,12.56738,terrestrial
Philometra rischta,Italy,41.87194,12.56738,freshwater
Echinocephalus uncinatus,Italy,41.87194,12.56738,marine
Gnathostoma hispidum,Italy,41.87194,12.56738,terrestrial
Gnathostoma spinigerum,Italy,41.87194,12.56738,terrestrial
Gnathostoma turgidum,Italy,41.87194,12.56738,terrestrial
Proleptus obtusus,Italy,41.87194,12.56738,marine
Pterygodermatites affinis,Italy,41.87194,12.56738,terrestrial
Spirura rytipleurites,Italy,41.87194,12.56738,terrestrial
Spirura talpae,Italy,41.87194,12.56738,terrestrial
Simondsia paradoxa,Italy,41.87194,12.56738,terrestrial
Mastophorus muris,Italy,41.87194,12.56738,terrestrial
Cyrnea eurycerca,Italy,41.87194,12.56738,terrestrial
Hedruris androphora,Italy,41.87194,12.56738,freshwater
Tetrameres fissispina,Italy,41.87194,12.56738,freshwater
Acuaria anthuris,Italy,41.87194,12.56738,terrestrial
Acuaria hamulosa,Italy,41.87194,12.56738,terrestrial
Cosmocephalus obvelatus,Italy,41.87194,12.56738,freshwater
Dispharynx nasuta,Italy,41.87194,12.56738,terrestrial
Diplotriaena tricuspis,Italy,41.87194,12.56738,terrestrial
Serratospiculum tendo,Italy,41.87194,12.56738,terrestrial
Strongylus vulgaris,Denmark,56.26392,9.501785,terrestrial
Strongylus edentatus,Denmark,56.26392,9.501785,terrestrial
Camallanus truncatus,European USSR (CIS),54.5259614,15.2551187,freshwater
Enterobius vermicularis,Cuba,21.521757,-77.781167,terrestrial
Toxocara canis,Uruguay,-32.522779,-55.765835,terrestrial
Haemonchus placei,Denmark,56.26392,9.501785,terrestrial
Trichostrongylus axei,Denmark,56.26392,9.501785,terrestrial
Neocamallanus ophiocephali,Pakistan,30.375321,69.34511599999999,freshwater
Toxascaris leonina,Greenland,71.706936,-42.604303,terrestrial
Uncinaria stenocephala,Greenland,71.706936,-42.604303,terrestrial
Spinitectus carolini,North Carolina,35.7595731,-79.01929969999999,freshwater
Porrocaecum crassum,Japan,36.204824,138.252924,freshwater
Camallanus oxycephalus,Great Lakes,45.0522366,-82.4846115,freshwater
Cystidicola farionis,Great Lakes,45.0522366,-82.4846115,freshwater
Cystidicoloides tenuissima,Great Lakes,45.0522366,-82.4846115,freshwater
Philonema oncorhynchi,Great Lakes,45.0522366,-82.4846115,freshwater
Rhabdochona canadensis,Great Lakes,45.0522366,-82.4846115,freshwater
Rhabdochona cascadilla,Great Lakes,45.0522366,-82.4846115,freshwater
Spinitectus gracilis,Great Lakes,45.0522366,-82.4846115,freshwater
Ascarophis morrhuae,Northeast Atlantic,39.370134,-77.40677199999999,marine
Dracunculus insignis,Nearctic,53.569001,-113.571487,terrestrial
Ascaris suum,Japan,36.204824,138.252924,terrestrial
Camallanus lacustris,Norway,60.47202399999999,8.468945999999999,freshwater
Philometra ovata,Norway,60.47202399999999,8.468945999999999,freshwater
Ascaris lumbricoides,Germany,51.165691,10.451526,terrestrial
Trichostrongylus axei,California,36.778261,-119.4179324,terrestrial
Pterygodermatites coloradensis,Idaho,44.0682019,-114.7420408,terrestrial
Spirura infundibuliformis,Idaho,44.0682019,-114.7420408,terrestrial
Trichuris discolor,Vietnam,14.058324,108.277199,terrestrial
Amidostomum fulicae,Vietnam,14.058324,108.277199,freshwater
Cyclodontostomum purvisi,Vietnam,14.058324,108.277199,terrestrial
Stephanurus dentatus,Vietnam,14.058324,108.277199,terrestrial
Oesophagostomum dentatum,Vietnam,14.058324,108.277199,terrestrial
Oesophagostomum radiatum,Vietnam,14.058324,108.277199,terrestrial
Oesophagostomum bifurcum,Vietnam,14.058324,108.277199,terrestrial
Oesophagostomum venulosum,Vietnam,14.058324,108.277199,terrestrial
Oesophagostomum asperum,Vietnam,14.058324,108.277199,terrestrial
Metastrongylus pudendotectus,Vietnam,14.058324,108.277199,terrestrial
Metastrongylus salmi,Vietnam,14.058324,108.277199,terrestrial
Cooperia punctata,Vietnam,14.058324,108.277199,terrestrial
Haemonchus contortus,Vietnam,14.058324,108.277199,terrestrial
Dictyocaulus viviparus,Vietnam,14.058324,108.277199,terrestrial
Dictyocaulus eckerti,Vietnam,14.058324,108.277199,terrestrial
Ascaris suum,Vietnam,14.058324,108.277199,terrestrial
Ascaridia columbae,Vietnam,14.058324,108.277199,terrestrial
Toxocara canis,Vietnam,14.058324,108.277199,terrestrial
Syphacia obvelata,Vietnam,14.058324,108.277199,terrestrial
Heterakis gallinarum,Vietnam,14.058324,108.277199,terrestrial
Ascarops strongylina,Vietnam,14.058324,108.277199,terrestrial
Physocephalus sexalatus,Vietnam,14.058324,108.277199,terrestrial
Simondsia paradoxa,Vietnam,14.058324,108.277199,terrestrial
Hadjelia truncata,Vietnam,14.058324,108.277199,terrestrial
Tetrameres fissispina,Vietnam,14.058324,108.277199,freshwater
Tetrameres mohtedai,Vietnam,14.058324,108.277199,terrestrial
Acuaria hamulosa,Vietnam,14.058324,108.277199,terrestrial
Dispharynx nasuta,Vietnam,14.058324,108.277199,terrestrial
Physaloptera praeputialis,Vietnam,14.058324,108.277199,terrestrial
Oxyspirura mansoni,Vietnam,14.058324,108.277199,terrestrial
Rictularia proni,Vietnam,14.058324,108.277199,terrestrial
Protostrongylus rufescens,Lesser Antilles,14.4122148,-64.7627955,terrestrial
Oesophagostomum venulosum,Lesser Antilles,14.4122148,-64.7627955,terrestrial
Paracuaria adunca,Morocco,31.791702,-7.092619999999999,marine
Pearsonema plica,Balearic Islands,39.3587759,2.7356328,terrestrial
Eucoleus aerophilus,Spain + Andalusia,37.5442706,-4.7277528,terrestrial
Eucoleus aerophilus,Balearic Islands,39.3587759,2.7356328,terrestrial
Aonchotheca putorii,Balearic Islands,39.3587759,2.7356328,terrestrial
Crenosoma petrowi,Spain + Andalusia,37.5442706,-4.7277528,terrestrial
Crenosoma petrowi,Balearic Islands,39.3587759,2.7356328,terrestrial
Uncinaria stenocephala,Denmark,56.26392,9.501785,terrestrial
Toxocara canis,Denmark,56.26392,9.501785,terrestrial
Camallanus xenentodoni,Pakistan,30.375321,69.34511599999999,freshwater
Umingmakstrongylus pallikuukensis,Northwest Territories,64.8255441,-124.8457334,terrestrial
Umingmakstrongylus pallikuukensis,Saskatchewan,52.9399159,-106.4508639,terrestrial
Heligmosomoides polygyrus,Japan,36.204824,138.252924,terrestrial
Hystrichis tricolor,Florida,27.6648274,-81.5157535,freshwater
Amidostomum acutum,Florida,27.6648274,-81.5157535,freshwater
Capillaria anatis,Florida,27.6648274,-81.5157535,terrestrial
Echinuria uncinata,Florida,27.6648274,-81.5157535,freshwater
Epomidiostomum uncinatum,Florida,27.6648274,-81.5157535,freshwater
Porrocaecum crassum,Florida,27.6648274,-81.5157535,freshwater
Streptocara crassicauda,Florida,27.6648274,-81.5157535,freshwater
Philometroides huronensis,Quebec,52.9399159,-73.5491361,freshwater
Philometroides nodulosa,Quebec,52.9399159,-73.5491361,freshwater
Raphidascaris acus,Quebec,52.9399159,-73.5491361,freshwater
Sterliadochona ephemeridarum,Quebec,52.9399159,-73.5491361,freshwater
